0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,26,27,24,0,0,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,0,0,0,0,26,27,24,25,26,159,167,184,185,146,21,22,23,20,21,22,144,150,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,28,0,0,31,28,29,30,31,28,29,0,0,28,29,30,31,28,29,30,31,28,29,30,31,28,29,0,0,0,0,0,31,28,29,30,31,159,163,189,161,145,145,153,24,25,26,144,161,157,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,17,18,19,16,0,0,0,0,17,18,19,16,17,18,19,16,17,18,0,0,0,0,0,0,0,0,19,16,17,18,19,16,144,177,178,179,176,161,145,145,149,160,178,165,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,20,0,0,0,0,0,0,23,20,21,22,23,20,21,22,0,0,0,0,0,0,0,0,23,20,21,22,23,20,144,181,182,183,180,181,182,183,180,181,182,183,150,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,24,25,26,27,0,0,0,0,0,0,0,27,24,25,26,27,152,160,185,186,187,184,185,186,187,184,166,147,151,161,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,29,30,31,28,0,0,0,0,0,0,31,28,29,30,31,144,188,189,190,191,188,189,190,191,162,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,18,19,16,0,0,0,0,0,0,19,16,17,18,156,164,176,177,178,179,176,177,178,179,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,20,0,0,0,0,0,0,0,20,21,22,155,163,180,181,182,183,180,181,182,166,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,26,27,155,167,185,186,187,184,185,186,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,30,31,28,144,189,190,191,188,189,190,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,18,19,16,144,177,178,179,176,177,178,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

[layer]
type=object
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,56,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,48,0,65,53,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,249,0,0,0,251,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,56,53,64,0,0,0,0,69,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,53,57,0,0,0,0,0,0,0,59,67,0,0,0,0,0,65,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,49,64,254,0,121,0,0,254,0,65,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,68,0,54,0,0,0,0,0,0,0,0,59,67,0,0,0,0,0,69,53,49,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,92,127,0,0,0,0,0,0,126,0,252,69,49,61,0,0,0,0,0,0,60,53,49,57,0,0,0,0,56,68,248,0,50,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,253,0,54,0,0,0,0,0,0,0,0,0,0,0,0,56,49,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,92,0,120,0,249,122,0,251,0,0,0,0,0,69,61,0,0,0,56,49,64,0,0,69,53,61,0,60,64,0,113,0,69,53,57,0,0,0,0,0,0,0,59,71,255,0,0,0,0,120,0,69,49,53,49,61,0,0,0,0,0,0,0,0,48,0,0,65,53,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,92,0,0,0,0,124,112,0,117,127,0,0,0,0,50,0,0,60,68,243,112,0,251,114,129,54,0,52,0,254,0,0,0,0,65,49,57,0,0,0,0,0,0,52,124,0,0,0,0,0,0,0,0,0,114,50,0,0,0,60,53,49,57,0,48,0,0,0,116,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,92,0,112,0,0,0,0,0,0,0,0,0,252,0,50,0,0,52,0,0,121,0,126,127,123,69,49,68,115,122,0,124,117,0,248,0,54,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,245,0,124,65,61,0,0,48,0,250,65,53,68,118,0,251,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,55,55,67,127,0,0,0,0,0,0,0,115,123,0,54,0,0,52,0,252,0,126,0,0,0,0,0,0,0,0,0,0,0,0,114,0,54,0,0,0,0,0,0,59,67,0,128,0,0,0,240,122,0,0,243,121,65,61,0,59,67,0,0,0,0,123,124,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,59,67,0,0,0,125,0,0,0,124,117,0,50,0,0,59,51,71,0,0,125,0,0,0,0,0,126,0,0,0,127,0,0,123,69,61,0,0,0,0,0,0,52,0,0,0,0,0,122,0,0,0,0,0,0,50,0,0,52,0,0,0,0,0,0,116,0,70,62,0,0,0,0,0,0,0,0,0,0,0,56,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,59,71,0,0,0,0,0,0,0,0,0,50,0,0,0,0,48,122,0,0,0,0,66,51,51,67,0,0,0,0,124,0,0,0,54,0,0,0,0,0,0,0,67,249,0,0,0,124,0,0,0,0,0,0,69,57,0,48,121,0,254,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,56,68,0,69,49,61,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,48,0,0,250,0,0,0,251,0,70,58,0,0,0,0,59,71,126,0,0,0,54,0,0,63,55,67,0,0,0,0,0,66,58,0,0,60,49,57,0,0,52,124,0,0,0,0,0,0,116,0,0,250,0,69,49,64,0,126,0,117,0,248,0,0,69,49,61,0,0,0,0,0,0,0,0,60,68,248,0,0,0,65,57,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,52,255,0,114,0,0,0,0,0,54,0,0,0,60,49,49,64,0,0,0,0,65,49,57,0,0,52,0,254,115,0,121,50,0,0,56,68,0,69,49,49,68,0,0,0,0,114,0,0,0,0,126,0,0,116,127,0,0,0,0,0,0,0,0,114,0,0,54,0,0,0,0,0,0,0,0,52,0,0,0,0,0,253,50,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,59,67,0,0,0,0,0,66,51,62,0,0,60,64,0,113,130,0,0,125,0,0,0,69,61,0,63,71,0,0,126,0,65,49,49,64,0,251,126,114,125,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,125,126,0,0,240,69,61,0,0,0,0,56,49,61,52,113,241,121,245,0,123,65,57,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,63,55,71,0,0,0,50,0,0,0,60,64,0,0,0,127,0,0,0,0,0,253,123,69,61,0,59,51,71,0,0,0,0,125,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,50,0,60,53,53,64,253,65,64,116,0,0,0,127,0,122,65,61,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,48,254,0,0,69,57,0,0,48,248,112,0,255,0,0,0,70,55,71,114,126,0,54,0,0,0,52,0,0,0,125,0,0,0,0,127,0,124,115,0,0,0,0,0,113,126,0,0,0,113,0,0,70,51,71,0,0,126,0,0,0,126,0,0,66,62,0,48,0,249,0,0,118,126,127,0,96,0,0,73,116,0,54,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,59,67,0,0,0,54,0,0,59,71,122,0,0,0,0,0,54,0,59,51,67,0,50,0,0,0,63,71,249,113,0,0,0,0,70,67,0,123,131,123,0,0,0,0,0,0,0,0,0,0,120,0,54,0,59,67,123,245,0,0,0,0,0,70,62,0,56,68,113,0,0,0,247,0,0,0,0,0,0,72,101,0,65,57,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,63,67,0,0,54,0,0,0,48,0,0,0,0,0,0,50,0,0,0,59,55,58,0,0,0,0,52,0,0,0,0,66,51,62,63,71,0,114,0,0,0,0,0,0,0,0,0,0,253,0,0,54,0,0,52,120,0,0,0,0,0,0,65,61,0,52,251,125,125,0,249,0,0,0,0,0,102,0,0,0,127,0,54,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,48,0,0,69,49,61,0,48,0,0,0,0,0,0,69,57,0,0,0,0,0,0,0,0,0,59,55,51,55,55,62,0,0,0,48,0,0,130,0,0,0,0,0,0,0,0,0,0,0,66,62,0,0,52,0,0,66,55,67,0,0,0,54,0,63,71,116,125,126,0,0,0,0,0,124,0,0,0,0,98,0,65,57,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,52,131,0,0,255,69,53,64,0,0,0,126,0,0,0,65,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,255,0,0,0,0,0,0,0,116,124,243,0,70,62,0,0,0,63,51,51,62,0,52,0,0,0,65,57,0,52,0,0,0,0,0,0,114,246,121,0,114,0,127,0,127,0,54,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,59,67,126,0,126,116,0,249,0,0,252,0,0,0,0,0,115,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,67,0,0,0,0,0,0,0,0,0,0,0,66,62,0,0,0,0,0,0,0,0,0,52,121,0,250,0,69,49,64,123,127,119,0,70,51,55,71,120,0,0,0,74,75,122,0,54,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,52,121,0,0,0,0,124,0,0,0,70,55,71,0,249,0,122,69,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,249,0,0,0,0,0,0,0,70,51,51,58,0,0,0,0,0,0,0,0,0,0,59,55,67,124,124,123,0,243,0,0,0,0,54,0,0,63,51,67,0,0,128,0,0,0,54,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,59,67,0,124,0,0,0,0,0,70,62,0,59,51,71,0,126,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,125,0,0,0,66,62,0,0,0,0,63,71,0,0,66,51,51,58,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,56,49,64,0,0,0,0,122,0,66,58,0,0,0,0,48,0,0,0,65,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,71,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,119,0,0,0,0,114,0,54,0,0,0,0,0,0,63,67,252,65,61,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,52,249,0,113,125,0,0,121,0,50,0,0,0,0,0,59,67,0,0,121,65,57,0,0,0,0,0,0,0,0,0,0,0,0,60,53,53,68,241,0,0,0,0,0,0,0,0,0,0,60,53,49,61,0,0,0,0,0,0,0,63,71,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,52,0,0,54,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,127,0,54,0,0,0,0,0,0,48,252,124,122,0,54,0,0,0,0,0,0,0,0,0,0,0,60,64,0,0,0,0,126,0,0,0,0,0,0,56,53,53,68,0,0,69,57,0,0,0,0,0,0,0,52,0,251,121,0,0,0,0,69,49,57,0,0,0,0,56,68,0,0,69,57,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,59,71,0,253,0,0,0,0,0,54,0,0,0,0,0,0,59,67,113,0,0,54,0,0,0,0,0,0,0,0,0,0,60,64,126,0,0,251,127,126,0,0,0,0,0,69,68,114,120,127,121,243,0,50,0,0,0,0,0,0,56,68,0,0,0,115,0,255,0,122,0,69,49,57,0,0,48,119,243,0,0,65,61,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,59,51,71,0,0,0,0,0,69,53,61,0,0,0,0,0,48,0,0,0,54,0,0,0,0,0,60,53,61,0,60,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,114,117,54,0,0,0,0,0,0,48,241,120,0,0,0,0,0,0,119,0,117,250,65,53,57,59,67,246,127,0,0,65,53,61,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,249,0,0,0,120,69,57,0,0,0,56,64,115,0,66,62,0,0,0,60,49,64,251,69,49,64,0,249,0,0,0,0,0,0,0,0,0,0,0,0,242,123,0,0,121,0,0,65,61,0,0,0,0,0,59,71,246,0,0,251,0,70,55,55,71,0,0,0,117,69,53,68,117,0,0,0,255,0,50,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,59,71,246,0,70,67,0,0,0,54,0,60,53,64,0,127,0,54,0,0,0,56,64,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,125,126,126,0,0,0,0,54,0,0,0,0,0,0,48,0,0,66,51,55,62,0,0,52,0,0,0,124,0,0,0,125,0,126,0,0,0,50,0,0,0,0,0,
0,0,0,0,0,0,0,0,60,49,49,57,0,0,59,55,51,58,48,0,248,0,69,49,64,254,117,0,0,0,50,0,0,60,68,246,127,0,0,0,127,0,127,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,126,0,0,69,49,57,0,0,0,0,63,55,51,58,0,0,0,0,0,59,71,0,0,0,0,0,0,0,0,0,0,70,51,62,0,0,0,0,0,
0,0,0,0,0,0,0,56,68,0,247,65,53,57,0,0,0,0,63,67,0,117,127,0,0,0,127,0,70,55,58,0,0,48,254,0,112,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,245,0,50,0,0,0,0,0,0,0,0,0,0,56,49,57,0,52,120,241,0,0,0,0,0,0,70,55,58,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,48,125,122,240,244,0,50,0,0,0,0,0,63,55,55,67,121,0,0,0,0,54,0,0,0,0,59,67,127,0,127,0,0,66,55,51,71,0,0,0,0,0,0,0,0,0,0,0,0,122,126,0,0,0,0,0,121,0,0,54,0,0,0,0,0,0,0,0,0,56,64,242,54,0,52,122,126,0,0,124,0,0,0,54,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,52,241,124,0,112,0,65,49,53,57,0,0,0,0,0,59,71,0,0,250,0,54,0,0,0,0,0,52,0,0,0,0,70,58,0,0,59,67,0,255,0,0,0,126,0,0,0,0,0,120,124,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,60,49,53,64,0,116,65,53,64,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,48,0,103,96,0,124,0,245,117,69,49,53,57,0,0,0,59,51,55,71,0,50,0,0,0,0,0,52,0,0,0,0,65,57,0,0,0,63,55,67,0,0,0,0,0,0,0,0,0,122,0,125,0,0,0,0,0,0,0,54,0,0,0,0,0,0,48,244,114,0,0,0,0,0,0,126,0,0,0,0,0,0,0,65,57,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,48,245,0,117,0,0,123,0,0,0,0,0,65,49,61,0,0,0,0,63,55,58,0,0,0,0,0,48,0,255,0,0,0,65,61,0,0,0,0,63,55,67,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,125,65,57,0,0,0,56,49,68,0,0,0,0,127,0,0,0,0,0,0,0,125,0,117,242,0,54,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,59,67,113,0,125,0,0,0,0,127,0,0,245,116,65,57,0,0,0,0,0,0,0,0,0,0,0,63,67,0,0,125,0,0,69,61,0,0,0,0,0,52,0,254,0,0,0,0,0,0,125,0,70,55,71,0,0,240,0,116,65,57,0,60,64,124,127,121,0,66,51,55,67,0,0,0,0,0,0,0,0,122,113,0,54,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,48,0,122,0,0,0,0,0,0,0,125,0,0,0,54,0,0,0,0,0,56,49,49,57,0,0,0,63,55,55,67,0,0,248,54,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,50,0,63,55,247,0,125,0,124,65,49,68,113,0,117,0,0,54,0,0,59,51,55,71,0,0,0,0,0,121,0,0,54,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,63,55,67,0,0,0,66,51,67,247,0,0,0,0,54,0,0,0,0,56,64,0,0,69,57,0,0,0,0,0,63,67,125,0,69,49,57,0,0,60,68,0,0,0,0,0,0,0,247,0,0,50,0,0,0,59,55,67,120,127,0,0,0,0,125,0,0,70,62,0,0,0,0,0,52,0,249,0,253,0,0,0,66,62,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,59,51,51,55,58,0,63,55,51,67,0,0,54,0,0,0,0,52,0,246,0,0,50,0,0,0,0,0,0,63,67,0,0,0,50,0,0,52,0,241,124,0,0,0,0,0,120,0,0,65,53,61,0,0,0,52,0,0,0,127,0,0,0,0,66,62,0,0,0,0,0,0,59,71,120,114,123,0,247,70,58,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,244,69,57,0,0,0,48,0,0,0,0,65,49,61,0,0,0,0,0,52,0,124,0,242,57,0,63,67,0,0,0,0,0,0,0,127,0,0,126,123,65,57,0,0,0,67,244,125,0,0,0,0,0,54,0,0,0,0,0,0,0,0,59,55,71,0,0,70,58,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,116,0,0,54,0,0,0,63,71,246,0,0,240,0,54,0,0,0,0,0,52,0,126,112,0,54,0,0,48,241,126,0,0,0,0,0,122,0,0,0,125,125,69,57,0,0,52,0,127,0,127,0,0,243,54,0,0,0,0,0,0,0,0,0,0,59,55,55,62,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,56,49,49,61,0,0,0,0,0,0,0,56,64,0,0,0,65,49,61,0,0,52,121,0,240,0,116,69,57,0,0,0,60,64,0,0,0,0,54,0,0,63,67,0,0,0,0,0,0,124,0,124,0,0,0,135,69,57,0,59,67,241,115,117,123,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,60,64,0,0,69,53,49,53,57,0,0,0,48,0,242,120,0,127,0,69,53,49,68,116,127,241,0,0,0,69,49,53,53,68,0,0,0,244,0,54,0,0,0,48,0,125,0,0,0,0,0,0,0,0,0,0,123,119,54,0,0,59,67,0,0,0,0,70,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,48,0,116,242,121,0,245,117,69,49,49,53,68,117,243,125,0,0,0,247,116,0,0,0,0,120,0,0,244,0,0,0,0,0,0,0,0,0,0,50,0,0,0,52,0,0,116,0,0,0,0,0,0,0,0,0,133,127,69,61,0,0,63,55,55,51,55,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,48,241,126,112,124,117,0,124,121,112,121,0,0,116,121,0,0,126,0,0,0,127,0,0,243,0,127,0,0,0,125,0,0,0,242,0,0,0,70,58,0,0,56,64,0,0,0,0,0,249,0,240,0,0,134,0,118,115,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,59,67,121,0,0,0,0,0,0,114,121,126,241,0,127,0,0,0,0,0,126,0,0,112,124,0,0,0,0,0,0,0,126,0,0,0,0,70,62,0,0,0,52,0,0,255,0,0,0,116,0,0,0,0,122,120,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,59,55,71,0,0,0,0,127,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,59,71,116,0,0,0,0,0,0,66,55,51,55,67,0,0,66,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,48,0,0,0,66,67,0,0,0,0,0,127,0,0,0,0,0,240,0,0,246,0,0,0,0,125,0,0,0,0,0,125,241,0,241,61,0,0,0,0,63,67,0,130,0,0,0,0,54,0,0,0,59,51,55,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,48,0,241,0,50,59,67,0,0,124,0,0,0,0,0,0,240,0,66,51,51,55,51,51,67,241,117,0,0,0,117,0,0,0,0,50,0,0,0,0,0,63,71,0,0,0,0,0,69,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,56,49,68,117,0,0,65,61,59,51,71,244,0,0,0,120,246,0,0,0,50,0,0,0,0,0,48,121,124,0,0,246,127,0,244,0,66,62,0,0,0,0,0,0,48,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,56,68,244,0,121,127,126,0,50,0,0,59,71,0,0,0,121,117,120,0,0,65,61,0,0,0,0,52,0,0,0,0,0,241,0,66,51,58,0,0,0,0,0,0,0,63,71,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,48,247,116,113,0,0,0,0,65,57,0,0,63,51,55,51,55,67,0,0,0,245,50,0,0,0,0,63,71,245,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,52,131,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,59,67,0,124,0,0,0,0,244,50,0,0,0,0,0,0,0,52,0,0,0,0,65,61,0,0,0,0,63,67,0,0,240,0,245,54,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
