0,0,0,0,0,0,0,0,0,0,0,0,56,204,208,217,216,217,216,217,216,217,198,31,28,29,30,31,28,29,192,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,210,202,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,201,209,216,217,216,217,216,217,216,217,216,217,216,217,216,217,211,203,26,27,24,25,26,27,24,25,26,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,56,196,219,218,219,218,219,218,219,198,19,16,17,18,19,16,17,200,208,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,210,206,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,201,209,219,218,219,218,219,218,219,218,219,218,219,218,219,218,211,203,29,30,31,28,29,30,31,28,29,30,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,56,200,208,216,217,216,217,216,217,194,23,20,21,22,23,20,21,22,204,208,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,210,202,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,205,209,216,217,216,217,216,217,216,217,216,217,211,195,199,195,199,207,16,17,48,19,16,17,18,19,51,17,18,57,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,192,218,219,218,219,218,219,210,202,24,50,26,27,24,25,26,27,200,195,208,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,210,197,202,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,205,209,219,218,219,218,211,199,195,199,199,208,211,207,23,20,21,22,23,20,21,22,23,20,50,22,23,49,21,22,23,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,192,216,217,216,217,216,217,216,210,202,29,30,31,28,29,30,31,28,29,204,208,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,210,197,202,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,192,216,217,216,217,211,207,24,25,26,27,200,203,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,200,208,219,218,219,218,219,218,219,210,206,18,19,16,17,18,19,16,17,18,204,208,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,210,202,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,201,209,218,219,218,211,207,31,28,29,50,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,0,0,0,0,0,0,
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,200,208,216,217,216,217,216,217,216,210,202,23,20,21,22,23,20,21,22,23,204,208,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,210,202,57,0,0,0,0,0,0,0,0,0,16,16,16,16,16,57,0,0,0,0,0,28,29,192,217,216,217,211,203,18,19,16,17,18,19,16,17,18,19,16,17,18,19,0,0,56,19,16,17,51,19,16,17,18,19,0,0,0,0,0,0,
202,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,192,218,219,218,219,218,219,218,219,210,206,24,25,26,27,24,25,26,27,24,196,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,210,202,57,0,0,0,0,0,0,0,16,16,205,193,197,197,202,57,16,17,18,19,16,201,209,219,218,211,207,21,22,23,20,21,22,23,20,21,22,48,20,21,22,23,0,0,56,23,20,21,22,49,20,21,22,23,0,0,0,0,0,0,
210,202,57,0,0,0,0,0,0,0,0,0,0,0,0,0,56,204,208,217,216,217,216,217,216,217,216,210,206,29,30,31,28,29,30,31,28,204,208,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,210,202,57,0,0,0,0,0,16,16,205,209,217,216,217,210,197,193,197,197,193,197,209,216,217,216,194,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,0,0,0,0,56,24,25,26,27,24,25,26,27,0,0,0,0,0,0,
218,210,206,57,0,0,0,0,0,0,0,0,0,0,0,0,0,56,200,208,218,219,218,219,218,219,218,219,210,193,202,19,52,17,18,19,16,17,200,195,195,208,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,210,206,57,0,0,16,16,16,205,209,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,194,28,29,30,31,28,29,30,0,0,56,30,31,28,29,30,0,0,0,0,31,28,29,30,31,28,29,30,0,0,0,0,0,0,0,
216,217,210,202,57,0,0,0,0,0,0,0,0,0,0,0,0,0,56,204,208,217,216,217,216,217,216,217,216,217,194,23,20,21,22,23,20,21,22,23,20,200,208,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,210,206,57,16,16,201,193,209,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,194,16,55,18,19,16,17,18,0,0,0,0,56,16,17,0,0,0,0,18,19,16,17,53,19,16,17,18,0,0,0,0,0,0,0,
218,219,218,210,206,57,0,0,0,0,0,0,0,0,0,0,0,0,0,56,196,219,218,219,218,219,218,219,218,219,210,206,24,25,26,27,24,25,26,50,24,25,204,208,218,219,211,195,195,195,208,219,218,219,218,219,218,219,218,219,218,219,210,193,197,197,209,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,210,202,21,22,23,48,21,22,0,0,0,0,0,56,21,0,0,0,0,22,23,20,21,22,23,20,21,22,0,0,0,0,0,0,0,
216,217,216,217,210,206,57,0,0,0,0,0,0,0,0,0,0,0,0,16,192,217,216,217,216,217,216,217,216,217,216,210,206,29,30,31,28,29,30,31,28,29,30,200,208,211,203,31,28,29,200,208,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,210,206,26,27,24,25,26,57,57,0,0,0,0,0,0,0,0,0,26,27,48,25,26,27,24,25,26,0,0,0,0,0,0,0,
218,219,218,219,218,210,202,57,0,0,0,0,0,0,0,0,0,0,0,16,192,219,218,219,218,219,218,219,218,219,218,219,210,206,18,19,16,17,18,19,16,17,50,19,200,203,18,19,16,17,18,204,208,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,210,206,31,28,29,30,31,28,57,0,0,0,0,0,0,0,29,30,31,28,29,30,31,28,29,30,0,0,0,0,0,0,0,
195,208,216,217,216,217,210,202,0,0,0,0,0,0,0,0,0,0,0,56,200,208,216,217,216,217,216,217,216,217,216,217,216,210,206,23,48,21,22,23,20,21,22,23,53,21,22,23,20,21,22,23,192,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,210,202,16,17,18,19,16,17,57,57,0,0,0,0,0,17,18,19,16,17,18,19,16,17,18,0,0,0,0,0,0,0,
56,200,208,219,218,219,218,198,57,0,0,0,0,0,0,0,0,0,0,0,56,200,208,219,218,219,218,219,218,219,218,219,218,219,210,202,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,192,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,210,202,21,22,23,20,21,22,23,0,0,0,0,0,21,22,23,49,21,22,23,20,21,0,0,0,0,0,0,0,0,
0,56,204,208,216,217,216,210,202,57,0,0,0,0,0,0,0,0,0,0,0,56,200,208,216,217,216,217,216,217,216,217,216,217,216,210,197,206,30,31,28,29,30,31,28,29,30,31,28,29,30,201,209,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,211,195,195,195,195,208,216,217,216,217,216,217,216,217,216,217,210,202,26,27,24,25,26,27,57,57,0,0,0,25,26,27,24,25,26,27,24,0,0,0,0,0,0,0,0,0,
0,0,56,204,208,219,218,219,210,206,0,0,0,0,0,0,17,57,0,0,0,0,56,204,199,208,218,219,218,219,218,219,218,219,218,219,218,210,202,19,16,17,18,19,16,17,18,19,16,17,201,209,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,198,0,0,0,56,192,218,219,218,219,218,219,218,219,218,219,218,210,202,31,28,29,30,31,28,29,0,0,0,29,30,31,28,29,50,31,28,0,0,0,0,0,0,0,0,0,
0,0,0,56,196,217,216,217,216,194,57,0,0,0,0,0,21,22,57,57,0,0,0,0,56,204,208,217,216,217,216,217,216,217,216,217,216,217,210,202,20,21,55,23,20,21,22,23,20,201,209,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,194,0,0,0,56,200,195,208,216,217,216,217,216,217,216,217,216,217,210,206,16,17,18,19,16,17,0,0,16,17,18,19,16,17,18,19,16,0,0,0,0,0,0,0,0,0,
0,0,0,56,204,208,218,219,218,210,202,0,0,0,0,0,25,55,27,50,57,0,0,0,0,56,204,208,218,219,218,219,218,219,218,219,218,219,218,210,202,25,26,27,24,25,26,27,201,209,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,198,57,0,0,0,0,56,204,208,219,218,219,218,219,218,219,218,219,218,210,206,21,22,23,20,21,57,23,20,21,22,23,20,21,22,23,20,0,0,0,0,0,0,0,0,0,
0,0,0,0,56,192,216,217,216,217,194,57,0,0,0,0,29,30,31,28,29,57,0,0,0,0,56,200,208,217,216,217,216,217,216,217,216,217,216,217,210,193,197,193,193,197,197,193,209,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,211,207,0,0,0,0,0,56,200,208,216,217,216,217,216,217,216,217,216,217,194,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,0,0,0,0,0,0,0,0,0,
0,0,0,0,56,200,208,219,218,219,210,202,57,0,0,0,17,18,19,16,17,18,57,0,0,0,0,56,204,208,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,211,207,0,0,0,0,0,0,0,56,204,208,219,218,219,218,219,218,219,218,219,210,202,30,31,50,29,30,31,28,29,30,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,56,192,217,216,217,216,210,206,57,0,0,21,22,23,20,21,22,23,57,0,0,0,0,56,192,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,211,195,195,199,199,208,211,203,0,0,0,0,0,0,0,0,0,56,204,208,216,217,216,217,216,217,216,217,216,194,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,57,0,0,0,0,0,0,0,0,
0,0,0,0,0,56,200,208,218,219,218,219,210,202,0,0,25,26,27,24,25,26,27,24,57,26,27,24,25,196,218,219,218,219,218,219,218,219,218,219,218,219,211,195,199,208,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,211,199,203,0,0,0,56,204,203,0,0,0,0,0,0,0,0,0,0,0,56,200,208,219,218,219,218,219,218,219,218,198,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,56,200,208,217,216,217,216,194,57,28,29,30,31,28,29,30,31,28,29,30,31,28,205,209,216,217,216,217,216,211,195,195,208,217,216,211,203,17,18,200,208,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,211,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,204,208,216,217,216,217,216,217,216,194,26,27,24,25,26,27,0,56,26,27,24,54,26,27,24,25,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,56,204,208,218,219,218,210,193,206,17,18,19,16,17,18,19,50,17,18,19,205,209,219,218,219,218,219,211,203,22,23,204,208,211,203,20,21,22,23,204,208,218,219,218,219,218,219,218,219,218,219,211,195,195,195,195,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,204,208,219,218,219,218,219,218,198,30,31,51,29,30,31,0,29,30,31,28,29,30,31,28,29,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,56,204,208,217,216,217,216,210,206,22,23,20,21,22,23,20,21,22,201,209,216,217,216,217,216,211,203,25,26,27,24,200,203,27,24,25,26,48,24,196,216,217,216,217,216,217,216,211,195,195,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,200,208,216,217,216,217,211,203,18,19,16,17,18,19,0,56,18,19,16,48,18,19,16,17,57,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,56,200,208,218,219,218,219,210,202,27,24,25,26,27,24,25,26,200,208,218,219,218,219,218,194,28,29,30,31,28,29,30,31,28,29,30,31,28,192,218,219,218,219,218,219,211,203,17,18,19,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,192,218,219,218,219,194,21,22,23,20,21,22,23,0,0,56,23,20,21,22,23,20,21,22,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,56,200,208,217,216,217,216,210,206,28,29,30,31,28,29,30,31,204,208,217,216,217,216,198,16,17,18,19,16,17,18,19,16,17,18,19,16,196,216,217,216,217,211,195,203,20,21,22,53,20,21,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,192,216,217,216,217,198,25,26,0,56,25,26,0,0,0,56,27,24,25,26,27,24,25,26,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,56,200,208,218,219,218,219,210,202,17,18,19,16,49,18,19,16,192,219,218,219,218,198,20,21,22,23,20,21,22,23,20,51,22,23,201,209,218,219,218,211,207,26,27,24,25,26,27,24,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,192,218,219,218,219,194,16,0,0,0,0,0,0,0,0,0,56,28,29,30,31,28,29,30,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,56,200,208,217,216,217,216,210,202,22,23,20,21,22,23,20,192,217,216,217,216,210,206,25,26,27,24,25,26,27,24,25,26,27,192,217,216,217,211,207,29,30,31,28,29,30,31,28,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,196,216,217,216,217,194,57,18,57,0,0,0,0,0,0,0,19,16,17,18,19,16,17,18,57,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,56,200,208,218,219,218,219,210,197,197,193,202,26,27,205,209,219,218,219,218,219,210,202,30,31,28,29,30,31,28,29,30,31,192,219,218,219,194,16,17,18,19,16,17,18,19,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,192,218,219,218,219,194,21,22,23,57,57,0,0,0,0,0,23,20,21,22,23,20,21,22,23,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,192,216,217,216,217,216,217,216,217,210,193,193,209,216,217,216,217,216,217,216,210,202,19,16,17,18,19,16,17,18,19,196,217,216,217,198,20,21,22,23,20,21,22,23,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,204,208,217,216,217,210,206,26,27,53,25,57,27,24,25,26,27,24,25,26,27,24,25,26,27,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,192,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,210,197,202,21,22,23,20,21,22,23,192,219,218,219,194,24,25,26,27,24,25,26,27,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,196,219,218,219,218,210,206,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,16,16,201,197,193,209,216,217,216,217,211,195,199,195,199,208,216,217,216,217,216,217,216,217,216,217,216,217,210,202,26,27,24,25,26,27,204,208,216,217,194,28,29,30,31,50,29,30,31,28,29,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,200,208,216,217,216,217,210,202,16,51,18,19,16,17,18,19,16,17,18,19,16,17,18,19,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,16,16,205,209,219,218,219,218,219,218,219,194,0,0,0,56,200,199,195,208,219,218,219,218,219,218,219,218,219,218,194,30,31,28,29,30,31,28,196,218,219,194,16,17,48,19,16,17,18,19,16,17,18,0,0,17,18,19,16,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,200,208,219,218,219,218,210,206,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,16,16,201,209,216,217,216,217,216,217,216,211,203,0,0,0,0,0,0,56,200,195,195,199,195,195,199,208,216,217,216,198,18,19,16,17,18,19,16,192,216,217,210,202,21,22,23,20,21,22,23,20,21,22,57,20,21,22,23,20,21,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,200,208,216,217,216,217,210,202,26,27,24,25,26,27,24,25,26,27,24,25,26,0,0,0,0,0,0,0,
0,0,0,0,0,0,16,16,16,201,209,219,218,219,218,219,218,211,195,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,200,199,208,218,210,206,23,20,21,22,55,205,209,218,219,218,194,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,57,25,57,0,0,0,26,27,24,25,57,0,0,0,0,0,0,0,0,0,0,56,200,208,219,218,219,218,210,202,31,28,29,30,31,28,29,30,31,28,29,30,0,0,0,0,0,0,0,
0,0,0,0,0,16,16,205,197,209,216,217,216,217,216,211,199,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,204,208,216,210,206,24,25,26,201,209,217,216,217,216,194,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,57,28,29,30,31,28,52,30,57,57,0,0,0,0,0,0,0,0,0,56,200,208,216,217,216,217,210,193,206,17,18,19,16,17,18,48,16,17,18,57,16,16,16,57,0,0,
0,0,0,16,16,16,201,209,218,219,218,219,218,211,195,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,204,208,216,210,193,197,193,209,218,219,218,219,218,194,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,48,19,16,17,18,19,16,17,18,19,16,17,18,19,16,57,0,0,0,0,0,0,0,0,0,56,200,208,219,218,219,218,219,210,197,193,197,202,21,22,23,20,21,22,23,201,193,197,206,57,0,
0,16,16,16,201,197,209,217,216,217,216,217,211,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,200,195,208,216,217,216,217,216,217,216,217,216,194,21,22,23,20,21,22,48,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,50,20,21,22,51,20,21,22,23,20,21,57,0,0,0,0,0,0,0,0,0,56,200,195,208,217,216,217,216,217,216,217,210,206,26,27,24,205,193,193,209,217,216,210,202,57,
16,16,205,193,209,219,218,219,218,219,218,211,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,200,195,199,208,219,218,219,218,219,218,194,25,54,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,51,26,27,24,25,26,27,24,25,26,27,24,25,26,0,0,0,0,0,0,0,0,0,0,0,56,200,208,218,219,218,219,218,219,218,210,193,193,193,209,218,219,218,219,218,219,210,193,
193,193,209,217,216,217,216,217,216,217,211,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,204,208,216,217,216,217,211,207,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,57,0,0,0,0,0,0,0,0,0,0,0,56,200,199,208,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,216,217,
218,219,218,219,218,219,218,219,211,195,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,204,208,219,218,211,207,0,56,18,19,16,17,18,0,0,56,18,19,16,17,18,19,0,0,56,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,56,200,208,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,218,219,
216,217,216,217,216,217,211,195,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,204,199,195,207,0,0,0,56,23,20,21,0,0,0,56,22,23,20,21,22,0,0,0,0,0,0,56,22,23,20,21,22,23,49,21,22,23,20,21,54,23,57,0,0,0,0,0,0,0,0,0,0,0,0,0,56,200,195,195,208,216,217,211,195,199,208,216,217,216,217,216,217,216,217,
218,219,218,219,218,211,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,25,26,27,24,25,26,27,24,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,200,199,195,203,26,27,204,199,199,195,195,195,208,218,219,
216,217,216,211,199,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,30,31,28,29,30,31,28,29,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,31,28,29,30,31,28,29,0,0,0,56,204,208,217,
199,195,195,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,19,16,17,18,19,16,17,18,57,57,0,0,0,0,0,0,0,0,0,0,0,16,17,18,19,16,17,18,19,16,17,0,0,0,0,56,200,208,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,20,21,22,23,20,50,22,23,20,57,57,0,0,0,0,0,0,0,0,0,20,21,49,23,20,50,22,23,20,21,0,0,0,0,0,56,204,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,24,25,26,27,24,25,26,27,24,25,26,57,0,0,0,0,0,0,0,0,24,55,26,27,24,25,26,27,24,25,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,29,50,31,28,29,30,31,28,48,30,31,57,57,0,0,0,0,0,0,28,29,30,31,28,29,30,31,28,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,18,19,16,17,18,19,16,17,18,19,16,17,57,0,0,0,0,0,16,17,18,19,16,17,18,19,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,20,21,22,23,20,21,22,23,20,21,22,57,57,0,0,0,20,21,22,23,20,21,22,23,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,26,27,24,25,26,27,24,25,26,27,24,57,26,27,24,25,26,27,24,25,26,27,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,49,28,29,30,31,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,23,20,21,22,23,51,21,22,23,20,21,22,23,20,21,22,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,24,25,26,27,24,25,26,27,24,25,26,27,24,25,0,0,0,0,0,0,0,0,0,0,0,
